user,contributions,repositories,primary_language,monthly_contributions,contribution_types
tommens,3060,54,Java,"{'2017-01': 25, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 4, '2017-07': 3, '2017-08': 38, '2017-09': 15, '2017-10': 18, '2017-11': 22, '2017-12': 18, '2018-01': 1, '2018-02': 21, '2018-03': 9, '2018-04': 2, '2018-05': 14, '2018-06': 7, '2018-07': 13, '2018-08': 26, '2018-09': 1, '2018-10': 8, '2018-11': 12, '2018-12': 27, '2019-01': 0, '2019-02': 5, '2019-03': 9, '2019-04': 9, '2019-05': 38, '2019-06': 25, '2019-07': 9, '2019-08': 8, '2019-09': 10, '2019-10': 18, '2019-11': 19, '2019-12': 7, '2020-01': 81, '2020-02': 41, '2020-03': 11, '2020-04': 3, '2020-05': 34, '2020-06': 4, '2020-07': 9, '2020-08': 23, '2020-09': 50, '2020-10': 24, '2020-11': 49, '2020-12': 42, '2021-01': 133, '2021-02': 53, '2021-03': 26, '2021-04': 64, '2021-05': 82, '2021-06': 16, '2021-07': 13, '2021-08': 38, '2021-09': 39, '2021-10': 54, '2021-11': 38, '2021-12': 19, '2022-01': 61, '2022-02': 50, '2022-03': 42, '2022-04': 91, '2022-05': 38, '2022-06': 25, '2022-07': 2, '2022-08': 13, '2022-09': 42, '2022-10': 50, '2022-11': 32, '2022-12': 51, '2023-01': 72, '2023-02': 80, '2023-03': 104, '2023-04': 42, '2023-05': 44, '2023-06': 16, '2023-07': 11, '2023-08': 29, '2023-09': 11, '2023-10': 25, '2023-11': 11, '2023-12': 85, '2024-01': 74, '2024-02': 163, '2024-03': 93, '2024-04': 24, '2024-05': 70, '2024-06': 47, '2024-07': 62, '2024-08': 71, '2024-09': 42}","{'commits': 1011, 'pull_requests': 70, 'issues': 89, 'reviews': 47}"
leomichalski,1049,67,Jupyter Notebook,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 2, '2019-11': 13, '2019-12': 0, '2020-01': 27, '2020-02': 1, '2020-03': 17, '2020-04': 2, '2020-05': 25, '2020-06': 17, '2020-07': 2, '2020-08': 2, '2020-09': 2, '2020-10': 6, '2020-11': 0, '2020-12': 1, '2021-01': 0, '2021-02': 32, '2021-03': 91, '2021-04': 15, '2021-05': 43, '2021-06': 1, '2021-07': 0, '2021-08': 2, '2021-09': 5, '2021-10': 4, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 1, '2022-03': 0, '2022-04': 0, '2022-05': 0, '2022-06': 14, '2022-07': 62, '2022-08': 85, '2022-09': 195, '2022-10': 0, '2022-11': 1, '2022-12': 16, '2023-01': 12, '2023-02': 29, '2023-03': 15, '2023-04': 11, '2023-05': 9, '2023-06': 6, '2023-07': 17, '2023-08': 15, '2023-09': 51, '2023-10': 51, '2023-11': 16, '2023-12': 78, '2024-01': 1, '2024-02': 2, '2024-03': 12, '2024-04': 1, '2024-05': 0, '2024-06': 0, '2024-07': 39, '2024-08': 0, '2024-09': 0}","{'commits': 815, 'pull_requests': 77, 'issues': 91, 'reviews': 12}"
richieri,1878,29,Perl,"{'2017-01': 34, '2017-02': 7, '2017-03': 2, '2017-04': 43, '2017-05': 31, '2017-06': 35, '2017-07': 3, '2017-08': 19, '2017-09': 17, '2017-10': 62, '2017-11': 42, '2017-12': 42, '2018-01': 35, '2018-02': 49, '2018-03': 34, '2018-04': 15, '2018-05': 16, '2018-06': 26, '2018-07': 13, '2018-08': 8, '2018-09': 7, '2018-10': 15, '2018-11': 22, '2018-12': 4, '2019-01': 0, '2019-02': 1, '2019-03': 52, '2019-04': 12, '2019-05': 43, '2019-06': 31, '2019-07': 17, '2019-08': 22, '2019-09': 30, '2019-10': 19, '2019-11': 26, '2019-12': 12, '2020-01': 26, '2020-02': 33, '2020-03': 24, '2020-04': 15, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 208, '2020-09': 16, '2020-10': 22, '2020-11': 3, '2020-12': 41, '2021-01': 79, '2021-02': 60, '2021-03': 45, '2021-04': 21, '2021-05': 23, '2021-06': 19, '2021-07': 104, '2021-08': 35, '2021-09': 62, '2021-10': 71, '2021-11': 24, '2021-12': 6, '2022-01': 0, '2022-02': 0, '2022-03': 12, '2022-04': 0, '2022-05': 0, '2022-06': 0, '2022-07': 0, '2022-08': 8, '2022-09': 2, '2022-10': 0, '2022-11': 1, '2022-12': 12, '2023-01': 1, '2023-02': 0, '2023-03': 21, '2023-04': 0, '2023-05': 0, '2023-06': 4, '2023-07': 7, '2023-08': 3, '2023-09': 0, '2023-10': 0, '2023-11': 1, '2023-12': 7, '2024-01': 0, '2024-02': 12, '2024-03': 0, '2024-04': 2, '2024-05': 0, '2024-06': 0, '2024-07': 1, '2024-08': 1, '2024-09': 0}","{'commits': 421, 'pull_requests': 86, 'issues': 45, 'reviews': 1}"
CNTRS,253,34,JavaScript,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 1, '2017-07': 0, '2017-08': 0, '2017-09': 3, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 1, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 16, '2020-01': 3, '2020-02': 1, '2020-03': 4, '2020-04': 0, '2020-05': 4, '2020-06': 4, '2020-07': 1, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 7, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 13, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 1, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 1, '2022-05': 1, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 3, '2022-11': 0, '2022-12': 0, '2023-01': 3, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 2, '2023-06': 17, '2023-07': 14, '2023-08': 0, '2023-09': 21, '2023-10': 1, '2023-11': 0, '2023-12': 0, '2024-01': 2, '2024-02': 12, '2024-03': 11, '2024-04': 12, '2024-05': 6, '2024-06': 2, '2024-07': 8, '2024-08': 40, '2024-09': 38}","{'commits': 34, 'pull_requests': 1, 'issues': 0, 'reviews': 0}"
Thais-ra,511,35,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 1, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 2, '2019-06': 2, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 14, '2019-11': 1, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 12, '2020-06': 0, '2020-07': 0, '2020-08': 12, '2020-09': 21, '2020-10': 22, '2020-11': 7, '2020-12': 2, '2021-01': 0, '2021-02': 24, '2021-03': 69, '2021-04': 39, '2021-05': 30, '2021-06': 1, '2021-07': 2, '2021-08': 21, '2021-09': 54, '2021-10': 46, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 7, '2022-04': 9, '2022-05': 1, '2022-06': 17, '2022-07': 18, '2022-08': 10, '2022-09': 5, '2022-10': 0, '2022-11': 1, '2022-12': 1, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 9, '2023-06': 5, '2023-07': 3, '2023-08': 0, '2023-09': 2, '2023-10': 0, '2023-11': 13, '2023-12': 28, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 368, 'pull_requests': 57, 'issues': 47, 'reviews': 21}"
leio10,5968,37,Ruby,"{'2017-01': 47, '2017-02': 7, '2017-03': 20, '2017-04': 14, '2017-05': 6, '2017-06': 16, '2017-07': 51, '2017-08': 171, '2017-09': 103, '2017-10': 100, '2017-11': 111, '2017-12': 67, '2018-01': 61, '2018-02': 68, '2018-03': 43, '2018-04': 51, '2018-05': 146, '2018-06': 68, '2018-07': 48, '2018-08': 16, '2018-09': 31, '2018-10': 47, '2018-11': 36, '2018-12': 17, '2019-01': 23, '2019-02': 20, '2019-03': 111, '2019-04': 40, '2019-05': 74, '2019-06': 33, '2019-07': 49, '2019-08': 14, '2019-09': 56, '2019-10': 65, '2019-11': 27, '2019-12': 111, '2020-01': 52, '2020-02': 38, '2020-03': 32, '2020-04': 29, '2020-05': 24, '2020-06': 13, '2020-07': 10, '2020-08': 26, '2020-09': 56, '2020-10': 63, '2020-11': 63, '2020-12': 82, '2021-01': 45, '2021-02': 97, '2021-03': 69, '2021-04': 47, '2021-05': 81, '2021-06': 99, '2021-07': 73, '2021-08': 7, '2021-09': 169, '2021-10': 102, '2021-11': 42, '2021-12': 44, '2022-01': 32, '2022-02': 35, '2022-03': 53, '2022-04': 45, '2022-05': 40, '2022-06': 66, '2022-07': 76, '2022-08': 28, '2022-09': 82, '2022-10': 109, '2022-11': 101, '2022-12': 51, '2023-01': 104, '2023-02': 115, '2023-03': 130, '2023-04': 63, '2023-05': 70, '2023-06': 113, '2023-07': 65, '2023-08': 68, '2023-09': 105, '2023-10': 100, '2023-11': 110, '2023-12': 80, '2024-01': 137, '2024-02': 109, '2024-03': 120, '2024-04': 58, '2024-05': 47, '2024-06': 118, '2024-07': 104, '2024-08': 39, '2024-09': 64}","{'commits': 1400, 'pull_requests': 507, 'issues': 135, 'reviews': 646}"
econst,184,19,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 5, '2017-04': 8, '2017-05': 4, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 38, '2017-12': 14, '2018-01': 1, '2018-02': 7, '2018-03': 15, '2018-04': 0, '2018-05': 3, '2018-06': 1, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 9, '2018-11': 11, '2018-12': 3, '2019-01': 4, '2019-02': 1, '2019-03': 0, '2019-04': 0, '2019-05': 13, '2019-06': 4, '2019-07': 0, '2019-08': 0, '2019-09': 9, '2019-10': 0, '2019-11': 2, '2019-12': 0, '2020-01': 4, '2020-02': 0, '2020-03': 7, '2020-04': 0, '2020-05': 2, '2020-06': 2, '2020-07': 0, '2020-08': 4, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 1, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 1, '2022-04': 3, '2022-05': 0, '2022-06': 0, '2022-07': 0, '2022-08': 2, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 1, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 5, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 166, 'pull_requests': 4, 'issues': 1, 'reviews': 0}"
Leo0liveira,504,41,JavaScript,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 1, '2019-09': 0, '2019-10': 0, '2019-11': 3, '2019-12': 1, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 18, '2020-07': 8, '2020-08': 0, '2020-09': 0, '2020-10': 15, '2020-11': 0, '2020-12': 0, '2021-01': 43, '2021-02': 15, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 10, '2021-07': 15, '2021-08': 0, '2021-09': 5, '2021-10': 0, '2021-11': 2, '2021-12': 91, '2022-01': 46, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 22, '2022-06': 1, '2022-07': 4, '2022-08': 5, '2022-09': 15, '2022-10': 21, '2022-11': 23, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 8, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 2, '2024-03': 10, '2024-04': 106, '2024-05': 9, '2024-06': 2, '2024-07': 1, '2024-08': 2, '2024-09': 0}","{'commits': 385, 'pull_requests': 5, 'issues': 0, 'reviews': 0}"
CorreiaJV,863,51,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 3, '2020-12': 0, '2021-01': 2, '2021-02': 7, '2021-03': 19, '2021-04': 17, '2021-05': 25, '2021-06': 3, '2021-07': 18, '2021-08': 22, '2021-09': 62, '2021-10': 37, '2021-11': 107, '2021-12': 35, '2022-01': 38, '2022-02': 13, '2022-03': 60, '2022-04': 41, '2022-05': 0, '2022-06': 12, '2022-07': 17, '2022-08': 7, '2022-09': 8, '2022-10': 0, '2022-11': 41, '2022-12': 38, '2023-01': 60, '2023-02': 41, '2023-03': 0, '2023-04': 19, '2023-05': 4, '2023-06': 19, '2023-07': 52, '2023-08': 1, '2023-09': 0, '2023-10': 2, '2023-11': 9, '2023-12': 11, '2024-01': 4, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 1, '2024-07': 2, '2024-08': 6, '2024-09': 0}","{'commits': 553, 'pull_requests': 13, 'issues': 23, 'reviews': 6}"
ricardopoppi,1241,23,Ruby,"{'2017-01': 3, '2017-02': 10, '2017-03': 0, '2017-04': 1, '2017-05': 3, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 14, '2017-10': 2, '2017-11': 16, '2017-12': 9, '2018-01': 0, '2018-02': 0, '2018-03': 17, '2018-04': 19, '2018-05': 40, '2018-06': 168, '2018-07': 138, '2018-08': 257, '2018-09': 135, '2018-10': 107, '2018-11': 37, '2018-12': 20, '2019-01': 0, '2019-02': 1, '2019-03': 0, '2019-04': 2, '2019-05': 22, '2019-06': 10, '2019-07': 17, '2019-08': 7, '2019-09': 5, '2019-10': 0, '2019-11': 0, '2019-12': 5, '2020-01': 3, '2020-02': 14, '2020-03': 9, '2020-04': 31, '2020-05': 8, '2020-06': 5, '2020-07': 3, '2020-08': 1, '2020-09': 6, '2020-10': 0, '2020-11': 3, '2020-12': 5, '2021-01': 2, '2021-02': 2, '2021-03': 3, '2021-04': 0, '2021-05': 4, '2021-06': 3, '2021-07': 7, '2021-08': 1, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 11, '2022-01': 3, '2022-02': 0, '2022-03': 2, '2022-04': 8, '2022-05': 0, '2022-06': 10, '2022-07': 10, '2022-08': 1, '2022-09': 0, '2022-10': 7, '2022-11': 9, '2022-12': 5, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 222, 'pull_requests': 5, 'issues': 1006, 'reviews': 0}"
gelorin,0,2,JavaScript,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 0, '2017-05': 0, '2017-06': 0, '2017-07': 0, '2017-08': 0, '2017-09': 0, '2017-10': 0, '2017-11': 0, '2017-12': 0, '2018-01': 0, '2018-02': 0, '2018-03': 0, '2018-04': 0, '2018-05': 0, '2018-06': 0, '2018-07': 0, '2018-08': 0, '2018-09': 0, '2018-10': 0, '2018-11': 0, '2018-12': 0, '2019-01': 0, '2019-02': 0, '2019-03': 0, '2019-04': 0, '2019-05': 0, '2019-06': 0, '2019-07': 0, '2019-08': 0, '2019-09': 0, '2019-10': 0, '2019-11': 0, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 0, '2021-03': 0, '2021-04': 0, '2021-05': 0, '2021-06': 0, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 0, '2022-06': 0, '2022-07': 0, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 0, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 0, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 0, 'pull_requests': 0, 'issues': 0, 'reviews': 0}"
vinvinod,3919,11,JavaScript,"{'2017-01': 15, '2017-02': 15, '2017-03': 16, '2017-04': 20, '2017-05': 21, '2017-06': 30, '2017-07': 13, '2017-08': 57, '2017-09': 108, '2017-10': 11, '2017-11': 32, '2017-12': 57, '2018-01': 55, '2018-02': 30, '2018-03': 7, '2018-04': 79, '2018-05': 59, '2018-06': 60, '2018-07': 43, '2018-08': 33, '2018-09': 35, '2018-10': 15, '2018-11': 50, '2018-12': 28, '2019-01': 95, '2019-02': 87, '2019-03': 131, '2019-04': 93, '2019-05': 23, '2019-06': 52, '2019-07': 45, '2019-08': 113, '2019-09': 75, '2019-10': 21, '2019-11': 24, '2019-12': 26, '2020-01': 52, '2020-02': 54, '2020-03': 72, '2020-04': 98, '2020-05': 38, '2020-06': 79, '2020-07': 82, '2020-08': 52, '2020-09': 74, '2020-10': 73, '2020-11': 118, '2020-12': 83, '2021-01': 30, '2021-02': 91, '2021-03': 60, '2021-04': 110, '2021-05': 83, '2021-06': 130, '2021-07': 100, '2021-08': 151, '2021-09': 95, '2021-10': 53, '2021-11': 44, '2021-12': 59, '2022-01': 57, '2022-02': 72, '2022-03': 92, '2022-04': 45, '2022-05': 53, '2022-06': 1, '2022-07': 0, '2022-08': 0, '2022-09': 2, '2022-10': 1, '2022-11': 3, '2022-12': 3, '2023-01': 2, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 8, '2023-10': 6, '2023-11': 12, '2023-12': 0, '2024-01': 6, '2024-02': 0, '2024-03': 1, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 27, 'pull_requests': 7, 'issues': 12, 'reviews': 1}"
volthier,276,38,Java,"{'2017-01': 6, '2017-02': 4, '2017-03': 11, '2017-04': 10, '2017-05': 11, '2017-06': 9, '2017-07': 34, '2017-08': 18, '2017-09': 10, '2017-10': 13, '2017-11': 4, '2017-12': 15, '2018-01': 4, '2018-02': 2, '2018-03': 0, '2018-04': 4, '2018-05': 2, '2018-06': 0, '2018-07': 18, '2018-08': 10, '2018-09': 3, '2018-10': 4, '2018-11': 2, '2018-12': 0, '2019-01': 3, '2019-02': 28, '2019-03': 2, '2019-04': 4, '2019-05': 3, '2019-06': 7, '2019-07': 3, '2019-08': 0, '2019-09': 0, '2019-10': 4, '2019-11': 1, '2019-12': 0, '2020-01': 0, '2020-02': 0, '2020-03': 0, '2020-04': 0, '2020-05': 1, '2020-06': 0, '2020-07': 0, '2020-08': 0, '2020-09': 0, '2020-10': 0, '2020-11': 0, '2020-12': 0, '2021-01': 0, '2021-02': 1, '2021-03': 12, '2021-04': 1, '2021-05': 1, '2021-06': 1, '2021-07': 0, '2021-08': 0, '2021-09': 0, '2021-10': 0, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 0, '2022-06': 0, '2022-07': 0, '2022-08': 2, '2022-09': 0, '2022-10': 0, '2022-11': 1, '2022-12': 1, '2023-01': 1, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 3, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 1, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 0, '2024-02': 0, '2024-03': 1, '2024-04': 0, '2024-05': 0, '2024-06': 0, '2024-07': 0, '2024-08': 0, '2024-09': 0}","{'commits': 224, 'pull_requests': 11, 'issues': 4, 'reviews': 0}"
rafaelmakaha,3143,82,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 0, '2017-04': 2, '2017-05': 0, '2017-06': 2, '2017-07': 0, '2017-08': 10, '2017-09': 9, '2017-10': 14, '2017-11': 10, '2017-12': 7, '2018-01': 0, '2018-02': 0, '2018-03': 9, '2018-04': 89, '2018-05': 64, '2018-06': 19, '2018-07': 0, '2018-08': 15, '2018-09': 17, '2018-10': 29, '2018-11': 71, '2018-12': 27, '2019-01': 1, '2019-02': 14, '2019-03': 54, '2019-04': 95, '2019-05': 55, '2019-06': 36, '2019-07': 9, '2019-08': 27, '2019-09': 73, '2019-10': 36, '2019-11': 66, '2019-12': 12, '2020-01': 0, '2020-02': 0, '2020-03': 3, '2020-04': 19, '2020-05': 7, '2020-06': 0, '2020-07': 0, '2020-08': 55, '2020-09': 191, '2020-10': 144, '2020-11': 165, '2020-12': 186, '2021-01': 21, '2021-02': 16, '2021-03': 43, '2021-04': 11, '2021-05': 0, '2021-06': 5, '2021-07': 25, '2021-08': 10, '2021-09': 10, '2021-10': 33, '2021-11': 37, '2021-12': 13, '2022-01': 24, '2022-02': 30, '2022-03': 17, '2022-04': 19, '2022-05': 39, '2022-06': 22, '2022-07': 21, '2022-08': 34, '2022-09': 26, '2022-10': 56, '2022-11': 25, '2022-12': 4, '2023-01': 39, '2023-02': 46, '2023-03': 58, '2023-04': 61, '2023-05': 40, '2023-06': 42, '2023-07': 29, '2023-08': 34, '2023-09': 102, '2023-10': 84, '2023-11': 33, '2023-12': 35, '2024-01': 73, '2024-02': 50, '2024-03': 75, '2024-04': 40, '2024-05': 41, '2024-06': 18, '2024-07': 38, '2024-08': 22, '2024-09': 0}","{'commits': 1644, 'pull_requests': 66, 'issues': 73, 'reviews': 31}"
naiieandrade,1126,82,Python,"{'2017-01': 0, '2017-02': 0, '2017-03': 8, '2017-04': 5, '2017-05': 70, '2017-06': 29, '2017-07': 0, '2017-08': 4, '2017-09': 13, '2017-10': 4, '2017-11': 68, '2017-12': 0, '2018-01': 31, '2018-02': 79, '2018-03': 71, '2018-04': 60, '2018-05': 30, '2018-06': 38, '2018-07': 7, '2018-08': 25, '2018-09': 37, '2018-10': 36, '2018-11': 7, '2018-12': 24, '2019-01': 23, '2019-02': 11, '2019-03': 6, '2019-04': 6, '2019-05': 21, '2019-06': 11, '2019-07': 4, '2019-08': 14, '2019-09': 13, '2019-10': 0, '2019-11': 2, '2019-12': 9, '2020-01': 7, '2020-02': 0, '2020-03': 7, '2020-04': 8, '2020-05': 0, '2020-06': 0, '2020-07': 0, '2020-08': 7, '2020-09': 10, '2020-10': 56, '2020-11': 0, '2020-12': 2, '2021-01': 25, '2021-02': 0, '2021-03': 1, '2021-04': 7, '2021-05': 5, '2021-06': 31, '2021-07': 12, '2021-08': 0, '2021-09': 0, '2021-10': 1, '2021-11': 0, '2021-12': 0, '2022-01': 0, '2022-02': 0, '2022-03': 0, '2022-04': 0, '2022-05': 0, '2022-06': 0, '2022-07': 2, '2022-08': 0, '2022-09': 0, '2022-10': 0, '2022-11': 0, '2022-12': 0, '2023-01': 0, '2023-02': 0, '2023-03': 0, '2023-04': 0, '2023-05': 0, '2023-06': 0, '2023-07': 0, '2023-08': 0, '2023-09': 3, '2023-10': 0, '2023-11': 0, '2023-12': 0, '2024-01': 9, '2024-02': 10, '2024-03': 8, '2024-04': 111, '2024-05': 1, '2024-06': 24, '2024-07': 0, '2024-08': 0, '2024-09': 13}","{'commits': 705, 'pull_requests': 77, 'issues': 90, 'reviews': 7}"
